time, frame, gpu, width, height, FPS, core_temp, core_load, gpu_power, core_clock, mem_clock
208.334, 65122, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 67.0, 100.0, 102.7, 1485.5, 7000.5
209.339, 65442, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 67.0, 100.0, 99.7, 1470.5, 7000.5
210.340, 65755, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 94.2, 1470.5, 7000.5
211.340, 66049, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 294, 67.0, 100.0, 101.3, 1530.5, 7000.5
212.342, 66365, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 67.0, 100.0, 94.3, 1470.5, 7000.5
213.345, 66684, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 67.0, 100.0, 103.6, 1470.5, 7000.5
214.347, 66987, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 303, 67.0, 100.0, 99.1, 1500.5, 7000.5
215.350, 67298, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 67.0, 100.0, 99.0, 1500.5, 7000.5
216.351, 67593, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 295, 67.0, 100.0, 107.3, 1545.5, 7000.5
217.352, 67895, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 302, 67.0, 100.0, 82.2, 1665.5, 7000.5
218.354, 68196, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 67.0, 100.0, 104.2, 1485.5, 7000.5
219.356, 68498, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 302, 67.0, 100.0, 98.1, 1575.5, 7000.5
220.358, 68806, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 67.0, 100.0, 109.2, 1470.5, 7000.5
221.360, 69126, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 67.0, 100.0, 101.2, 1485.5, 7000.5
222.364, 69439, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 100.4, 1515.5, 7000.5
223.366, 69747, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 67.0, 100.0, 100.4, 1470.5, 7000.5
224.371, 70051, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 67.0, 100.0, 92.4, 1470.5, 7000.5
225.373, 70357, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 306, 67.0, 100.0, 94.0, 1560.5, 7000.5
226.374, 70655, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 298, 67.0, 100.0, 115.7, 1560.5, 7000.5
227.374, 70969, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 67.0, 100.0, 96.1, 1500.5, 7000.5
228.375, 71286, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 67.0, 100.0, 102.0, 1485.5, 7000.5
229.376, 71596, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 66.0, 100.0, 83.9, 1545.5, 7000.5
230.377, 71902, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 306, 67.0, 100.0, 100.6, 1500.5, 7000.5
231.378, 72210, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 67.0, 100.0, 102.7, 1515.5, 7000.5
232.379, 72524, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 67.0, 100.0, 100.2, 1485.5, 7000.5
233.381, 72834, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 67.0, 100.0, 99.5, 1515.5, 7000.5
234.383, 73153, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 67.0, 100.0, 96.3, 1485.5, 7000.5
235.384, 73460, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 67.0, 100.0, 100.2, 1500.5, 7000.5
236.384, 73765, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 67.0, 100.0, 96.2, 1530.5, 7000.5
237.386, 74066, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 67.0, 100.0, 102.8, 1530.5, 7000.5
238.388, 74372, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 306, 67.0, 100.0, 95.1, 1485.5, 7000.5
239.389, 74680, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 67.0, 100.0, 98.2, 1545.5, 7000.5
240.390, 74988, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 67.0, 100.0, 104.8, 1620.5, 7000.5
241.391, 75288, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 300, 67.0, 100.0, 103.0, 1515.5, 7000.5
242.393, 75587, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 299, 67.0, 100.0, 106.9, 1485.5, 7000.5
243.396, 75892, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 67.0, 100.0, 97.7, 1515.5, 7000.5
244.397, 76196, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 67.0, 100.0, 100.0, 1515.5, 7000.5
245.400, 76501, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 67.0, 100.0, 92.6, 1545.5, 7000.5
246.401, 76815, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 67.0, 100.0, 94.0, 1485.5, 7000.5
247.403, 77122, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 67.0, 100.0, 98.4, 1485.5, 7000.5
248.404, 77429, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 67.0, 100.0, 104.6, 1470.5, 7000.5
249.407, 77742, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 101.0, 1485.5, 7000.5
250.409, 78055, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 101.1, 1470.5, 7000.5
251.409, 78372, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 67.0, 100.0, 96.9, 1515.5, 7000.5
252.412, 78673, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 66.0, 100.0, 86.5, 1515.5, 7000.5
253.413, 78984, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 67.0, 99.0, 91.7, 1500.5, 7000.5
254.414, 79273, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 289, 67.0, 100.0, 116.2, 1635.5, 7000.5
255.416, 79578, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 67.0, 100.0, 102.6, 1500.5, 7000.5
256.419, 79892, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 67.0, 100.0, 105.3, 1470.5, 7000.5
257.423, 80213, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 67.0, 100.0, 94.3, 1485.5, 7000.5
258.424, 80522, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 67.0, 100.0, 101.3, 1530.5, 7000.5
259.425, 80838, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 67.0, 100.0, 98.9, 1485.5, 7000.5
260.429, 81151, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 103.1, 1485.5, 7000.5
261.432, 81454, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 303, 67.0, 100.0, 98.0, 1470.5, 7000.5
262.433, 81752, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 298, 67.0, 100.0, 97.9, 1530.5, 7000.5
263.436, 82063, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 67.0, 100.0, 103.1, 1470.5, 7000.5
264.438, 82360, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 297, 67.0, 100.0, 96.9, 1515.5, 7000.5
265.442, 82648, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 288, 67.0, 100.0, 96.6, 1500.5, 7000.5
266.443, 82905, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 257, 67.0, 100.0, 85.2, 1635.5, 7000.5
